RD_ID,RD_MESSAGE,RD_SCORE,RD_VISIT_DATE
3147589,"Lovely water with warm ocean, but loads of rubbish and plastic on the beach. Sad that no one takes more care of it :(",3, May 2019
3147590,Karon Beach is one of the best beaches in Phuket. I prefer the southern end of the beach. Take care during the monsoon season as most west coast beaches in Phuket can be dangerous to swim from late May to October.,5, May 2019
3147591,it's very nice & long beach with clean water where we enjoyed swimming but sun-chair with umbrella was expensive!,4, May 2019
3147592,"Stayed at Novotel and walked the beach every day. Rent 2 chairs and an umbrella for $10CDN per day. Water is super warm, but watch for the jellyfish. Lots of stores nearby and restaurants as well.",5, May 2019
3147593,Roads are not that bad. Beach was quite clean. As soon as you leave the main roads the noise is tolerable. Overall quite nice. Which means really good when translated for most people.,4, May 2019
3147595,Do not pay more 200 for a pair of Sunbed with umbrella .you can actually bring your own towel by yourself if you don't want an umbrella,5, May 2019
3147599,"Great Beach in a beautiful cove. There is some trash on the beach but not enough to detract from the experience.When you go swimming, watch out for jelly fish because they are floating everywhere.",4, May 2019
3147600,"Karon Beach is great Beach and pretty clean so pack up your own trash. The Beach is long, clean nice sand and great sunsets.If you want quiet you can have it here, if you want a beach chair or parasail you can have it. Don't believe the budget guide books panning this beach, it's great beach to visit and Karon is a nice place with some resonable priced hotels and good resturants.Most importalnly when you swim at the Beach it feels like a real beach with waves not a bay",5, May 2019
3147602,"Karon beach, small wave, clean (not too much pollution), lots of sun lounges to hire. Jet ski and para sailing, Sunset walk.",5, May 2019
3147606,"Definitely one of my favorite beach in Phuket. Long, clean, white sand beach, with quiet areas. Especially awesome early morning!",5, May 2019
3147608,"excellent family beach, close to all the shops cafe's and hotels.great for swimming and relaxing, jet skis, para sailing.",5, April 2019
3147610,The beach is lovely and clean and quite busy during the day with various activities available. You have to pay to use the toilets or shower so make sure you have some money on you. A great place to go walking at night as well.,3, April 2019
3147611,"Only went to the beach for sunsets and Thai sunsets never disappoint!... beach can get pretty crowded, so you have to find a good spot to take photos.. the sea is pretty rough here and can be quite dangerous to swim in and gets deep pretty quickly in places - so be aware of this if you visit here - is also prone to riptides so take note of where you are swimming in this part of the sea",4, April 2019
3147612,I visited a couple times during my stay and was happy. Felt kind of European with the way all the loungers are set up and way you pay for them.,4, April 2019
3147613,No tiene el barullo de otros sitios y la playa es enorme y limpia. las hamacas son baratas y el sitio tranquilo,4, May 2019
3147614,"The main part of the beach is well maintained. Many sunbeds available for hire and parasending and jetski activities on sale. Sand is generally clean.Toilet facilities are limited and require payment. There are no cafés on the beach, but lots just across the road about 100m back from the sea.Water was warm. However, there were jelly fish stingers around during our visit which resulted in some uncomfortable sores and irritation that lasted around 8 hours.The major disappointment is getting to the waterfront. You will have to walk from the road via paths through a wooded area. In this area there are children's playgrounds too. But there is a lot of rubbish in this area. We saw lots of plastic and glass debris. This included the playground areas. You will need shoes on in this area or risk cutting your feet.It is such a shame that people can't take their litter away to dispose of properly and that so much plastic waste will end up being washed into the sea from this area.",3, April 2019
3147615,"Karon Beach is without a doubt very beautiful. The beach itself is very long, and so the crowd are spread across the beach and it was not very crowded at any one place. The sand isnt the smoothest amongst the beaches I went to, but the water is very clear. The beach was quite clean in general, except for some bits and pieces of styrofoam mixed in with the sand.The waves in Karon beach were quite rough, and take note of the flags hoisted by the lifeguards to know where to swim. You can also book a beach lounge chair for the whole day for 200 baht, or you could bring your own picnic mat/towel to sit on the sand. There were also less people trying to sell you parasailing/jet ski packages here as compared to Patong beach. Airbnb apartments can be quite far from the beach, and there are a wide range of hotels just across the road from Karon beach.",4, May 2019
3147616,lots of room. big clean beach. you can find space not over crowded. can have strong current so if not good swimmer be careful. lots of food restaurants on opposite side of road. mid way down beach by road circle most busy food. down left hand side nice rocky outcrops.  full of Russians. even signs and menus in Russian.  a bit off putting they have taken over.,4, May 2019
3147618,Good clean beach safe for kids and plenty of stalls and food on the main road can get busy but worth a stop,5, May 2019
3147619,One of the most beautiful beaches what we like in Phuket. Crystal clear water and spectacular sunset. We spent most of the days on Karon beach.,5, April 2019
3147620,"Karon Beach is close to Patong Beach (where most visitors typically choose to stay when in Phuket) and great option, for a short visit or longer stay. The ocean here is inviting and plenty of room on the sand (see my YouTube) if you want to go for a swim or just a walk-about/",4, May 2019
3147621,"Nothing but stingers in the water and rude russians on the beach. the restaurants surrounding the beach also looked pretty bleak. Much prefer Kata beach. Thank you, next!",1, April 2019
3147622,"Karon Beach es muy tranquila para estar en la playa relajado, mucha arena no hay aglomeraciones, me gusto mas que Patong.",5, April 2019
3147623,"Waves, like all beaches can get a bit rough,  but there's some days where it's perfect, beach is NOT patrolled by lifesavers and can get some decent rips along it.  We only visit once a year for a couple of weeks and do our bit as a visitor by picking up any washed up rubbish from the ocean and also the rubbish from visitors who are animals and leave their rubbish there not being bothered to walk it 50 meters to the nearest bin. On a hot day expect to get burnt by the sun and the hot sand.",5, May 2019
3147626,"Beach was great, lots if waves to go in the sea with the gopro, make sure to wear sunscreen or you'll be sunburnt bad, happened to me. 200 tbh to hire a parasol with two sunbeds for the day, can leave and come back anytime. Just be sure to return to a sunbed in the designated area where you were appointed, think theres a bit of a turf war between the guys working for each sunbed zone. Great beach!",5, April 2019
3147631,"Great place for relaxing and tanning.Family friendly, BUT be careful for dangerous rip tides.More quiet in Kata, more noise and partying in Patong.",4, April 2019
3147632,We spent  the day at Karon beach.  The beach is clean and great for couples who want a quieter day at the beach. There are plenty of sunbeds to hire for 100baht for the day. The sea was really clear and clean compared to patong beach.  The vendors on the beach strangely enough I found great.  They walked pasted with thier sign and you just say yes or no. Lots of tuk tuks to return back to patong for 300baht.  They also have activities on the beach but they are slightly up from the sunbeds so you don't really notice them. Nice and close to karon town if you want to walk into town to get some lunch.,5, April 2019
3147634,"Karon Beach is a nice open beach, with a selection of restaurants and cafes alongside it, unfortunately the sewage system in front of it needs updating and the drains are very smelly!",3, April 2019
3147640,"Karon is about 6 km from Patong a more popular destination for part goers. What Karon beach offers is a delight if you want to enjoy serene and quite beach destination. Motor boats and activities do hurt the beach lovers. Costs you 300-400 baht for transportation, I waited for bus which costs 170 baht though but they run at a gap of 1 hour. Visit the shops lined across the beautiful town.",5, April 2019
3147641,"Clean sand,  nice waveLounge and sunshade available for rent. Massage hutt,  water sport activities, food and drinks available. Actually the kids and I voted this beach the best over Patong,  freedom and Kata beaches. Next time that where we going. C U Around",4, April 2019
3147642,"No public services, no bathrooms, no drinking water, no cleaningmaintenance. Will load only nice pictures here just hope at some point locals will start taking care of their lovely place.",3, April 2019
3147643,"At the beginning of our trip, the water at Karon was quite calm. However, after about day 2 of our stay, the water was quite rough and the waves were knocking the children over. We were also bitten daily by sea lice! The water looks clean but there was rubbish in the ocean further down the beach.",3, April 2019
3147646,"The weather is always fine, the water in a good temperature and normally clean up to 10:30 am, the time when they start running the water scooters and the boats pulling the parachutes. All of them liking oil to the water and annoying everyone with the noise.It could be a great beach if they simply forbid these scooters and boats and leave the beach to the people.There are some sewers that could be easily eliminated.",3, April 2019
3147648,Beach clean and calm in April. Water very warm. Nice to walk along in the morning. Not overly busy either.,4, April 2019
3147651,Experienced the best weather and only 1 day was the sea too rough to swim in. Clear flag signage notified all to the dangers on that day. The beach was not crowded. The sand and water beautiful. The place was very clean and safe during the day and night. Easy walking distance from my hotel.  Casual stroll takes you from Karon to Kata with plenty of places to stop for a drink on or off the beach. Highly recommend.,5, April 2019
3147656,"Karon Beach was cool...just not post card worthy. It’s a HUGE step up from patong beach (which to me is packed and filthy), but I would recommend kata or Kata noi beaches early in the morning instead of Karon. If you want that clearer water and not thousands of tourists. They aren’t far from Karon (about 15-30 mins).",3, April 2019
3147662,i love this beach as i mentioned before it have white sand and water is very clean even beach is also very clean.,5, April 2019
3147663,"Beautiful, clean beach, Sun beds cheap. Sea was the warmest I’ve ever been in, great fun playing in the waves.We visited a number of beaches around Phuket this one was the closest to our hotel and it was my favourite.",5, April 2019
3147665,"We stayed here for 10 days. As I always do when on holidays, I walk the beach end to end. AMAZING ! It's wide and long...  White super soft sand on my bare feet!!As for the sea it's cyrstal clear.",5, March 2019
3147666,"Karon Beach is beautiful. In the early morning you get to meet all the locals doing their walls and jogging with their dogs. The water was always warm. I took a bag and collected washed up fishing net to put in the bin. Oh, I can’t leave out, the sunsets, well they are pretty spectacular too!",4, April 2019
3147674,"Nice beach. Can be rather crowedMany Russian touristBetter beaches in Vietnam, Thailand and other parts of S E AsiaPhuket is rather expensive compared to rest of Thailand",3, March 2019
3147675,"I recently got back from Phuket where I stayed in the Karon area, so Karon Beach was my local beach. It's a nice long beach with some good views, the surf is good and you can always find a spot to sunbathe. There's many local shops nearby if you fancy a smoothie or a beer, sun bed rates a bit cheaper than Kata, I paid 100bht for sun bed per day.",4, April 2019
3147677,Now has massages and beach chairs beach in better condition than 4 years ago water can be a tad rough with currents Kata beach better for swimming,4, March 2019
3147678,"Fantastic beach. Spend hours in the Ocean swimming. Absolute therapy..!! Calm and peaceful place, close (walk) to restaurants and convenience stores(stocked with all needs). Walking distance to Kata Beach(which is in a Bay),also extremely  enjoyable, with open air Food Restaurant Markets, situated adjacent to the beach. Eat and enjoy fresh food and beverages with a friendly vibe .",5, November 2018
3147679,For us this beach was not really suitable. The waves were too large for a 2 & 5 year old. With small children it would have been better on a beach with gentler waves. Only able to spend 30 minutes there as the boys were upset.,2, April 2019
3147680,"We spent our first Thailand holiday at a resort in Karon Beach. I can say it is a great place for families or those who are looking for a less hectic environment to enjoy your holiday. Still very close to Patong (10 min in a Tuk tuk) and very close to all the major sights I.e. Kata Beach, Buddha, Temples, Old Phuket town etc etc.Plenty of markets and restaurants and local food options all around Karon.",4, April 2019
3147681,"Lovely sandy beach with no stones, no litter, no seaweed. Shelves steeply so not so safe for non-swimmers or small children. The beach road is rather touristy. Recommend Anda Cafe for a relaxing beer.",5, April 2019
3147683,"Karon Beach is a quieter location than Patong. Lots of restaurants and bars. Beautiful beach with options to hire JetSki’s or parasail. Getting around has become ridiculously expensive. Bring good walking shoes and avoid the Tuk Tuk and taxi styled mafia. Perhaps choose the resort or hotel accommodation’s location carefully to avoid the taxi scams.Thai people (except for Tuk Tuk drivers) are warm, friendly people who are always ready with a smile. We did see quite a few rats scurrying about the streets but mainly late at night.",5, April 2019
3147685,"Long stretch of sandy beach. Crowded in parts but can get away from the crowds and the motor sports. Busier later in the day. Amazing place for sunset. Clean beach and clear, warm water.",5, March 2019
3147686,"Beautiful beach, not many hotels have direct access. Plenty of food places, but watch out for prawns which have sat in the sun all day..also look out for the stream which is clearly not a stream...Great little bar at the north end, just past the karon beach hotel and at the foot of the steps to the ""on the hill"" apartments (very good). Unfortunately the town is smelly and the open drains mean you need to pick your bars carefully so u dont get a wiff while ur eating. The weekend night market (in the grounds of the temple) is worth a visit for sure.",5, March 2019
3147688,"The beach is really pretty and the water is lovely and clear but the sea lice are rampant and they sting. More on that later!You can of course hire a deck chair or you can plop yourself down anywhere you like.There is the usual assortment of vultures trying to get you to para fly or hire jet skies and then there are the hawkers that never go away. All adds to the ambiance. The beach is much cleaner these days which is great but there is still quite a bit of litter even though there are plenty of bins. The locals that hire out the deck chairs seem to have no desire in keeping their “patches” clean which is disappointing. On the plus side there were plenty of tourists walking and picking up rubbish and then there were those that contributed.Now, onto the Sea LiceSome days they are there and some days they are not. The internet tells me they are microscopical and live on jelly fish.I got horribly bitten on our first and second day and didn’t go back into the sea at Karon. My torso was completely covered in bites and we had to get antiseptic body wash and an antibiotic cream. It was nasty .",3, March 2019
3147689,"Long, clean beautiful beach.  Stayed for one week and enjoyed the view and walks at sunset.  Only one rainy day, and that just made for an even more interesting red sunset.",4, September 2018
3147693,"Positives:Beautiful crystal blue seaSome fish if snorkling, but you've got to look hard.Free from litterA long beach, so less busy at either endsNegatives:Very crowdedMostly Russians.Fairly noisy beach, so we were unable to chill.Topless bathing woman (completely inappropriate and disrespectful to locals)Overall, will not be going back.",3, March 2019
3147694,Really great view... great when you going by bike because of great view and cosy... feel the village environment before to reach the location..,4, March 2019
3147695,Went here on monday and it was a nice place walked along the beach and it was good for places to drink and eat,5, March 2019
3147696,A picturesque view truly to mesmerised.Water activities can be rented out for those adventurous people and a subtle beach to appreciate the sea and shoreline at its finest.,5, March 2019
3147697,This beachnis quiter than the other beaches in Phuket. It is very scenic and beautiful for pictures. Also a very romantic place for couples.,5, March 2019
3147698,On the small road from Karon beach leading up to the Old Phuket resort there is a typical tourist shop selling mainly beach items located next to the shop named ”ISLAND CREATION ”. I bought a pair of sandals there and after only a few hours of use I noticed that a part of the sole of one of them had broken off. I went back to the shop but they refused to give any kind of compensation for the broken sandal. Instead they offered me to buy new sandals with 100 Baht discount on their starting price. Thus this is certainly not a shop to recommend or go back to!,1, March 2019
3147703,We visited Karon beach in Nov'18. Beach was really beautiful and kept really clean. We saw foreigners taking a dip in lovely Andaman sea. It was a hot sunny day and we along with kids enjoyed a lot in this beautiful beach.,5, November 2018
3147707,"Karon beach is very nice, the sea is clear, the sand is wonderful. Only there are not trees, so there is no shade... But restaurants are very good, the food is delicious!",4, February 2019
3147708,Karon is one of the longest beach in Phuket and the 3rd in beach popularity. It enjoys a vast stretch of white sand with a decent choice of dining and nightlife but never seems to draw crowds of tourists (which might be a good thing). The beach is also known to make a fun squishy sound when walking on the sand.,5, February 2019
3147710,A beautiful beach away from all the hassle. The  best part about the beach is that it is not over crowded and has a mix of international crowd. Few restaurants and minimum disturbance by the sale people.Must visit if you are with family or couple or someone who purely wants to enjoy the sun and the sea .,5, March 2019
3147711,We didn’t use this beach as we was driving past we kept seeing big signs with rip tide so gave it a miss we did go down in the evening to the restaurants and shops was lovely,4, March 2019
3147716,Beautiful long beach Clean and smooth calm sea.love this beach that's why I returned this yearNot to busy just about right.,5, March 2019
3147719,"Beautiful beach, but crowded, the chairs to lay down are also and broken... They don't care..Restaurants near by are touristic and bad quality...",3, March 2019
3147729,Nice beach yes .expected more though.plenty shops and bars you won't be bored. Just wasn't the paradise I expected I guess. Pity about the rats everywhere in the area ,3, February 2019
3147730,My favourite beach by far. Easy to get to on the blue song Taew local bus from Phuket town. Takes a bit to get there but so worth it. Buses are ever 20 to 30 minutes but last one back is 4ish.The water is Crystal clear and the sand is super soft and clean. Shade available also and umbrellas and loungers. Water sports available also.,5, February 2019
3147734,We spent a bit of time here on our last trip and you could just sit in the water all day long! It does get a bit busy so if you want a lounge & umbrella you need to get there early - we just put towels under a tree in the shade as it was really hot. The facilities are limited but there are toilets & showers for a small charge & the main shopping/eating area is just across the road so no problems for a meal or drink.  Also on the weekends there is a market just off the beach towards one end where you can get some great local food & cold drinks. Would highly recommend this beach for a swim.,5, February 2019
3147735,"Karon beach is nice and spacious with white sand all the way. At certain areas it is possible to rent sun beds and umbrellas, but they have put as many as possible in the area, so you will have to be friends with your “neighbor”. I would recommend a hotel with a pool to combine with the beach experience.",4, March 2019
3147744,Great but could be cleaner. Area around shops and bars is dirty and needs cleaning. But away from there it is lovely,5, March 2019
3147745,Food was excellent . The best Indian food one can have in phuket .Staff was helpful and the atmosphere is awesome,5, March 2019
3147746,"Lovely beach with enough space for everybody. We stayed  a week in Karon at Avista Grande hotel and went almost daily to the beach.if you are early enough (9-9.30am) you can rent sunbeds+umbrella for 200 Bahts a day, if not, plenty of space to install your towel directly on the sand.You have enough restaurant nearby for lunch/dinner options, and also enough shops around.Snorkelling options as well, we went often on the south part (whereRuam Thep and On the rock restaurants are).We will definitely go back there.",5, February 2019
3147748,Amazing place the buildings are lovely and the people are so nice. It's that good we are going back this year.,4, June 2018
3147753,"We went here hoping for something else .We are in our late 50s and hoping for a beautiful laid back snorkelling holiday .Don’t waste your luggage allowance on snorkelling gear .Very noisy manic atmosphere in the shops lining the road .Beach was nice enough but heaving with people and beach sellers ,even massage on the beach if that’s your thing.Plenty of places to eat across from the beach",3, March 2019
3147754,"One Of the best beach i been to here in Phuket, nice view, clean and you have your calm time. Nice sand and good resturants",5, March 2019
3147756,Quiet Clean Beach away from hustle and bustle of Patong Beach. Safe for children to swim as it has clean gentle waves with fine white sand. You need to hire deck chairs & umbrellas on most beaches. Plenty of food places around.,5, February 2019
3147757,Came to karon for a day out with my wife. much quieter and less hustle as compared to Patong. Crystal clear and calm water which is friendly for all users. Deck chairs avail for rent as well. A really good place to chill and spent a whole day.,5, February 2019
3147758,A long clean beach. So many people. But such a lovely beach. Clean water and gentle waves. Nice to enter the water and swim. Lovely white sand.,5, February 2019
3147760,"Do not hire from Tod’s motorbike hiring.The 17th february 2019 at 12:15 I rented a motorbike. I took plenty of photos 4 minutes later at 12:19. While I was taking photos I noticed that passanger right foot peg was missing and the aluminum where the foot peg should have been attached was broken, and there was ”aluminium rust” in the cracks and there was a lot of bubbles under the paint, obviously an old damage. I informed Tod about the damage but he said it was an old damage and nothing to worry about. The following next day when I returned the motorbike, Tod inspected the motorbike and told me that I have damaged the motorbike and that I have to pay for the foot peg and the broken aluminium plate where the foot peg should have been attached. I said that it was an old damaged and that I also informed them yesterday at the time of renting that there was a damaged/missing foot peg. He said that I did not informed them and that I still had to pay for the damaged. I then showed Tod the photos that I took 1 minute after the hiring contract was written the day before, he then told me that I took the photos after the damage was done, I then showed him the date and time that was logged on the photos, he said that I had manipulated the photo and that everyone can manipulate date and time on photos taken with mobile camera.I had some luck, because while we were standing there arguing a young couple came to rent a motorike- so loud and clear and so that nearby people could hear what I was saying I told the couple not to rent at Tod’s place because he will try to make you pay for damages you not caused.Tod then turned to me and said ok here is your passport.Some of you will now say-never leave your passport as deposit, leave a copy of your passport instead. But then you will not be able to rent a motorbike, because they do not accept a copy, only passport. Now some of you will say- leave money as deposit together with a copy of the passport, but they do not accept this either. I can’t figure out how to attach photo to this page, but if I could I would have attached photo of the contract which has specified date and time, together with the photos taken 1 minute after the contract was handed over to me, the photos also have specified date and time (the time on the photo shows swedish time 06:16 and Thailand is 6 hours ahead of sweden so 06:16+6 hours is 12:16.",1, February 2019
3147764,"I don’t know how this place makes it into the list for the top beaches in Thailand. The place is mostly crowded, full of sun beds and parasols in parts. All along the beach road is bin bags of rubbish with rats about after sunset. The road up from the beach with bars and restaurants has no pavement and big open grated drains. The smell is terrible. You can see where the smell comes from when you walk from Karon to kata (disgusting)",1, February 2019
3147766,"It is a long beach, picturesque, great for walks at low tide, good for swimming (watch jelly fish at certain times of the year), and good for snorkelling at each end.",5, February 2019
3147769,Lovely beach with warm waters. Can be a little crowded at times.. jet skies and para gliding a little scarry. Sun beds available 100 baht. Also beach massage available. Worth a visit,4, February 2019
3147770,"Karon has a nice beach, nice sea food restaurants and places for shopping. It's not overcrowded like Patong.A place where you can enjoy your stay as couple or family in relaxed atmosphere.",4, December 2018
3147772,We loved our stay in Karon beach. It’s a busy town but very relaxed and friendly. Not much hassle only a few people trying to sell stuff and if you say no they just move on. Beach is beautiful and there are some good restaurants and bars. We will definitely come back,5, February 2019
3147776,Went with family of four adults. Karon is nice and not as busy as what Phuket Town and Patong seemed. Beaches okay but too many rude people( mostly foreigners living there) even the nice Thai people commented on them. Lots to see and do enjoyed walk from Buddha through jungle and walked back from Karon view point.Nice get away some great food  esp at markets but not as cultural as other Asian places been to.,4, February 2019
3147777,"Its a stunning beach although too many oeaple compare to other beaches in asia , still much better than patong beach nearby",4, February 2019
3147778,"Just came back from my 9th visit to Thailand, and will be my last. the Thai people have became so money hungry and losing the hospitality that they was so good at. The taxi drivers talk to tourist like dirt and demand extortion sums for short journeys, the bar prices are now dearer than London. The sun beds on Karon beach was so dirty and tacky also. Please get back to what you was good at and stop ripping people off or you will lose a valuable income.",1, February 2019
3147780,Karon Beach - simply stunning. Will return very soon. Stayed at Centara grand beach resort - very peaceful and away from the noise.,5, February 2019
3147783,I got here from Patong by taxi 1000bath (2ways)  it was amazing view and Karon and Kata Beach is not far from here so you can visit all this spots,5, February 2019
3147786,Near the Patong beach near Phuket. Very long beautiful beach. Not crowded and mainly tourists who come for a stroll or a swim. very close to resorts and very peaceful. Not a place to look for the night life like the Patong beach.,4, January 2019
3147793,"I know that lot of people have mentioned that this beach is crowded, but trust me if you are coming from Patong beach, this place is much less crowded and quieter. The beach is very long and water not to deep, so its easy to swim and have fun.",4, January 2019
3147794,"Best time to see this beach is late afternoon. Crowds of tourists vying for limited umbrellas and lounge chairs. If you just want to walk this beach , it’s a beautiful walk. Parasailing, jet ski are available. Heed the warnings about the rip tides during the season.",4, February 2019
3147795,I was told that the water would be much cleaner at this beach close to Patong. And that's true because there are fewer boats. This is not a small town and the beach is lovely. There are many resorts and restaurants,5, February 2019
3147796,"Best beach, perfect water temperature and waves just to move you a little up and down. This is our second time in Karon and we are glad we are here. This is a family oriented place with lots of place to eat and sede beaches. T is a must in Thailand just to relax and enjoy life.",5, February 2019
3147800,"A quieter, tamer and more civilized beach than patong. We went for a swim a couple times. Hours fly by in the warm waves. If you want more action, patong is not far.",4, February 2019
3147802,"Karon beach is beautiful - soft powdery sand, gentle sloping beach with shallow waters,clear and beautiful blue waters.The most amazing sunset view!Only 1 drawback - things that sting/bite in the water, many of them. Sea lice/bits of jellyfish? Not sure, does not seem harmful but leaves little red marks that itch for a few days.An option to renting a deck chair is to buy your own mat from the mini markets around (cheaper than a day's rental of a deck chair).Grab/tuktuk/taxi fares are relatively high for this part of the world, especially for short rides (e.g. 200Baht for <2km for tuktuk, or 420Baht for Grab). Renting a motorbike could be an economical option depending on your plans.",3, February 2019
3147809,"plenty of space.! long, clean white sand. clear waters. we had a great time in the beautiful beach and sea of Karon.  was just sorry didn't stay in hotel in Karon instead of patong.",5, January 2019
3147810,"First of all Karon Beach is massive. We found out little slice of heaven directly opposite Novotel Karon. Not as crowded, but lovely clear water, soft sand, and a view of the Big Buddha to top it off. Walk up 3 minutes or less further and you have a row of great cheap authentic eats. Offers the same amenities as Patong Beach, but less crowded and more chill.",5, January 2019
3147812,"If you are lookin for a super clean,non crowded,whitesand beach, its Karon.Way better than Patong beach.Cafe/shops are verynearby.You can take the airport bus from Patong(100b per person). Beach is free.Dont worry bout lockers.Supersafe to leave ur stuff under ur towel.Highly recommended.Oct is the perfect month.",5, October 2018
3147828,The karon beach is long clear and nice but it’s quite full to much people maybe because of the season. The sand is soft the water nice and cold.,3, January 2019
3147829,Phuket is over developed in general. The beaches are beautiful but suffer from overcrowding with attendant problems such as litter. Karon appears to be one of the better beaches but relaxing and romantic it isn’t,3, January 2019
3147831,We had 4 nights at Karon beach. Went to the beach twice. Water was warm but really bad with sea lice. Felt like little electric shocks. Too many people trying to sell product to you. Plenty of sun loungers/umbrellas to hire on beach paid 300 baht for 2 loungers and an umbrella.  Nice long beach to walk along.,4, January 2019
3147835,"Beaucoup plus calme qu' à Patong , elle mesure au moins 5 km ! Moins de jeunes turbulents et bruyants ! Sports nautiques et parachute quand même !",5, January 2019
3147836,If you want a real representation of Thailand DO NOT go to Phuket - the wholeIsland is over priced for tourists and the beach resorts resemble Benidorm at best. For a more authentic experience head north or to other islands where the locals appreciate you being there - having been to Thailand many times I will NEVER come to Phuket again.,1, January 2019
3147837,praia limpa e familiar. Ideal pra nadar e ver os peixinhos. Gostoso fazer uma caminhada na beira mar e curitir a beleza do local,5, January 2019
3147840,"Really liked it, walked past it almost every day during my two week trip and the view is gorgeous...",5, January 2019
3147849,"In living in Phuket for many years, Karon has become one of my favorite beaches, along with the array of shops. Even during the monsoon season when the wind and rain are prevalent, Karon stands out as an enjoyable place to visit and meet up with friends due to its diversity and character.",5, December 2018
3147854,Loved this beach! I would highly recommend it!Beautiful waters and a great beach!A perfect place to relax for sure.Water activities was available.Shops were nearby.It is better than Kata beach! I would highly recommend visiting both tough if you have the time to spare!,4, January 2019
3147855,"The beach was great but crowded, Go early if you want to get a chair and umbrella. The water was clear and warm",5, December 2018
3147856,"Nice fine grain sand, beautiful surroundings and the beach is vast. Also happy to see some sun chairs and restaurants here and there beginning to come back. Only drawdown is the river between the main road and the beach, it's heavily polluted and stinks, so you don't want to be near it, though it only follow the beach for a short bit so it's easy to avoid.",4, January 2019
3147858,A beutiful peaceful beach where you can relax.  After a night of partying this beach is the place to be.,5, December 2018
3147859,This was a nice beach.   Just stay away from the area where the sewage bleeds into the water.   It was not very crowded even during the holiday.,4, December 2018
3147860,"The places of Karon beach that we visited we didn't like at all. It was crowded, noisy and the sunbeds were dirty. So, we didn't even stay, but chose to go back to the pool of our hotel, which was also busy, but at least seemed to be cleaner.",2, January 2019
3147862,"Nice beach with crystal clear water and nice sand , it was amazing to walk on the nice beach and spend some quality time.",4, December 2018
3147864,Another lovely beach which looked nice & clean. Stalls all nearby selling food & the usual touristy items. Great spot to people watch & way quieter than Patong beach!!,4, January 2019
3147866,"Spent Xmas and New Years in Karon and it was just beautiful. It’s not as big  as Kata and had the perfect blend of calmness, while still some great restaurants and bars off the main beach road. If travelling during Xmas watch out for venues that put on buffets as they are over priced, food isn’t great and over all not great value for money. Beach was lovely. We stayed in Moveninpick hotel which again was lovely.",5, January 2019
3147867,Lovely beach and not as busy as Patong Beach. Get there early if you want a sun-bed which can be rented for 200 TB for the day.  We got there around 10am and all the sun beds were taken but we only waited around 15mins before 2 became available. There’s restaurants opposite the beach where we grabbed lunch after which topped the afternoon off perfectly. Highly recommend if you want to go to a beach that’s not overly crowded. TIP - Try the freshly blended mixed fruit smoothie for 120 TB.,5, January 2019
3147868,Karon beach is probably the best beach in Phuket because here you can choose if you lay down on a sunbed with small food and drinks nearby or find a quiet spot where almost no one will disturb you.,5, December 2018
3147869,"Lovely beach, clean with clear sea but no where near enough sun beds to rent. They were all taken by 9.30 and there is no other shade.",4, December 2018
3147870,"I prefer this beach to Patong! It’s a good place to relax with kids, but it’s a bit too crowded. Nice waves to frolic in!",3, January 2019
3147872,Beautiful beach and scenery. Lovely first thing in the morning but gets very busy and touristy later on,4, January 2019
3147873,We walked 20 minutes to the beach and got there at 10.15 in the blistering heat to only find every bed and umbrella had been taken. So we decided to walk further down the beach and found the same problem. We weren't sure if this was due to going on a Sunday but in all the years visiting beaches around the world I have never seen this and ended up going back to the hotel via a tuc tuc and spent a fortune in the shopping mall.,1, December 2018
3147874,"Beautiful beach, rather busy during the high season (when we visited), but no to bad. Possibility to rent parasols and sun beds and some stands for drinks and fruit. Lots of restaurants across the street, offering take away. Not very well maintained, quite some waste lies around. Some Water sports are available. Watch out for sales people trying to pull time-share scams, mainly around the beach walk (or actually pavement next to the road).",3, December 2018
3147875,"Compared to the Patong beach, I really enjoy this one, not only for the unpolluted sea water but also for the full view of the sea.  Although I fought with my boyfriend here but I still love it:)",5, December 2018
3147876,"We are 4 persons in our family. Kids are 10 and 13. We want beaches that is not to crowded, no smell off boats or jetskis, no loud music. Then it is pretty ok as long as we spend our time away from the centre of the beach. There you can spend time with your kids and have fun. In the centre is more suited for people that is more in the party mood.",3, December 2018
3147878,"I am not very familiar with the beaches in Phuket. I usually never stay in Phuket. Karon Beach is a nice beach, we’ve been there around 5pm to see the sunset. There was some tourists but it was ok, the water is not clear but still ok.",4, December 2018
3147886,We visited this beach after visiting Big budda temple in Phuket. The beach is located on wide area so there many space for tourists. The sea itself is very clean and transparent. Our children were very happy to swim and play in very warm and clean water.,5, December 2018
3147888,"This beach is much quieter than Patong. However, there are still many many people, with normal activities such as jet skis etc. Beach is long, less people trying to sell you junk, overall quieter vibe. Lots of hotels and restaurants along the beach. Better place for families with kids.",4, December 2018
3147894,"Loved it. At First for the sand- unique, silk like, squizing under the feet.  One doesn't see it even in Kata. Clean turquoise waters, even though wavy. Perfect tropical greenery around and Big Budha visible, not overbuild as Patong and mist of the beaches. Serenity and beauty.",5, December 2018
